image,text,confidence,bbox,price_cny,price_usd,shipping_price,bid_times
微信图片_20251122072123_28_1274.jpg,2018-19,0.9998,"[[np.int32(356), np.int32(2380)], [np.int32(511), np.int32(2380)], [np.int32(511), np.int32(2423)], [np.int32(356), np.int32(2423)]]",,,,
微信图片_20251122072123_28_1274.jpg,商品描述,0.913,"[[np.int32(54), np.int32(2509)], [np.int32(233), np.int32(2509)], [np.int32(233), np.int32(2565)], [np.int32(54), np.int32(2565)]]",,,,
微信图片_20251122072123_28_1274.jpg,不到付! 不到付!不到付!,0.6146,"[[np.int32(54), np.int32(2591)], [np.int32(475), np.int32(2591)], [np.int32(475), np.int32(2641)], [np.int32(54), np.int32(2641)]]",,,,
微信图片_20251122072123_28_1274.jpg,一律发18元顺丰特快寄付 !仅合并当夭订单 !,0.78,"[[np.int32(495), np.int32(2589)], [np.int32(1200), np.int32(2589)], [np.int32(1200), np.int32(2641)], [np.int32(495), np.int32(2641)]]",,,,
微信图片_20251122072123_28_1274.jpg,仅合并当夭订单 !仅合并当夭订单 !,0.4659,"[[np.int32(54), np.int32(2646)], [np.int32(618), np.int32(2646)], [np.int32(618), np.int32(2697)], [np.int32(54), np.int32(2697)]]",,,,
微信图片_20251122072123_28_1274.jpg,你#什mc49小肝内票r 不公拓r |,0.0,"[[np.int32(93), np.int32(2741)], [np.int32(670), np.int32(2741)], [np.int32(670), np.int32(2768)], [np.int32(93), np.int32(2768)]]",,,,
微信图片_20251122072123_28_1274.jpg,瓿垤百泛个长化叶5币坩,0.0,"[[np.int32(722), np.int32(2743)], [np.int32(1120), np.int32(2743)], [np.int32(1120), np.int32(2768)], [np.int32(722), np.int32(2768)]]",,,,
微信图片_20251122072123_28_1274.jpg,占,0.19,"[[np.int32(1153), np.int32(2743)], [np.int32(1189), np.int32(2743)], [np.int32(1189), np.int32(2768)], [np.int32(1153), np.int32(2768)]]",,,,
微信图片_20251122072123_28_1274.jpg,商品已售出,0.7196,"[[np.float64(1011.337410843551), np.float64(1653.0366975919583)], [np.float64(1199.997102693253), np.float64(1706.813561574303)], [np.float64(1183.662589156449), np.float64(1754.9633024080417)], [np.float64(995.002897306747), np.float64(1701.186438425697)]]",,,,
微信图片_20251122072124_29_1274.jpg,MI 令 @,0.0032,"[[np.int32(920), np.int32(42)], [np.int32(1171), np.int32(42)], [np.int32(1171), np.int32(108)], [np.int32(920), np.int32(108)]]",,,,
微信图片_20251122072124_29_1274.jpg,商品,0.9941,"[[np.int32(587), np.int32(176)], [np.int32(690), np.int32(176)], [np.int32(690), np.int32(236)], [np.int32(587), np.int32(236)]]",,,,
微信图片_20251122072124_29_1274.jpg,<,0.1114,"[[np.int32(1167), np.int32(176)], [np.int32(1235), np.int32(176)], [np.int32(1235), np.int32(236)], [np.int32(1167), np.int32(236)]]",,,,
微信图片_20251122072124_29_1274.jpg,2018 PANINI PRIZM,0.9338,"[[np.int32(467), np.int32(359)], [np.int32(646), np.int32(359)], [np.int32(646), np.int32(384)], [np.int32(467), np.int32(384)]]",,,,
微信图片_20251122072124_29_1274.jpg,#184,0.9203,"[[np.int32(778), np.int32(363)], [np.int32(828), np.int32(363)], [np.int32(828), np.int32(387)], [np.int32(778), np.int32(387)]]",,,,
微信图片_20251122072124_29_1274.jpg,S GILGEOUS-ALEXANDER,0.729,"[[np.int32(467), np.int32(378)], [np.int32(702), np.int32(378)], [np.int32(702), np.int32(404)], [np.int32(467), np.int32(404)]]",,,,
微信图片_20251122072124_29_1274.jpg,GEM MT,0.5519,"[[np.int32(746), np.int32(380)], [np.int32(828), np.int32(380)], [np.int32(828), np.int32(404)], [np.int32(746), np.int32(404)]]",,,,
微信图片_20251122072124_29_1274.jpg,SILVERPRIZM,0.9704,"[[np.int32(468), np.int32(399)], [np.int32(600), np.int32(399)], [np.int32(600), np.int32(420)], [np.int32(468), np.int32(420)]]",,,,
微信图片_20251122072124_29_1274.jpg,I0,0.8826,"[[np.int32(805), np.int32(405)], [np.int32(829), np.int32(405)], [np.int32(829), np.int32(422)], [np.int32(805), np.int32(422)]]",,,,
微信图片_20251122072124_29_1274.jpg,79934741,0.9527,"[[np.int32(735), np.int32(417)], [np.int32(830), np.int32(417)], [np.int32(830), np.int32(441)], [np.int32(735), np.int32(441)]]",,,,
微信图片_20251122072124_29_1274.jpg,0,0.0096,"[[np.int32(625), np.int32(677)], [np.int32(674), np.int32(677)], [np.int32(674), np.int32(705)], [np.int32(625), np.int32(705)]]",,,,
微信图片_20251122072124_29_1274.jpg,SHAI GILGEOUS-ALEXANDER,0.774,"[[np.int32(519), np.int32(982)], [np.int32(826), np.int32(982)], [np.int32(826), np.int32(1012)], [np.int32(519), np.int32(1012)]]",,,,
微信图片_20251122072124_29_1274.jpg,(05 ANGELES CLIPPERS,0.6264,"[[np.int32(667), np.int32(1015)], [np.int32(827), np.int32(1015)], [np.int32(827), np.int32(1032)], [np.int32(667), np.int32(1032)]]",,,,
微信图片_20251122072124_29_1274.jpg,LA,0.9969,"[[np.int32(585), np.int32(1132)], [np.int32(687), np.int32(1132)], [np.int32(687), np.int32(1208)], [np.int32(585), np.int32(1208)]]",,,,
微信图片_20251122072124_29_1274.jpg,结束时间:2025-10-2122:09:00,0.6843,"[[np.int32(54), np.int32(1311)], [np.int32(635), np.int32(1311)], [np.int32(635), np.int32(1362)], [np.int32(54), np.int32(1362)]]",,,,
微信图片_20251122072124_29_1274.jpg,(LA拍卖精品),0.4761,"[[np.int32(85), np.int32(1390)], [np.int32(426), np.int32(1390)], [np.int32(426), np.int32(1458)], [np.int32(85), np.int32(1458)]]",,,,
微信图片_20251122072124_29_1274.jpg,2018-19 Panini Prizm Shai,0.9624,"[[np.int32(444), np.int32(1393)], [np.int32(1114), np.int32(1393)], [np.int32(1114), np.int32(1454)], [np.int32(444), np.int32(1454)]]",,,,
微信图片_20251122072124_29_1274.jpg,Gilgeous-Alexander PZ 新秀RC 快船  谢伊吉,0.7156,"[[np.int32(54), np.int32(1456)], [np.int32(1167), np.int32(1456)], [np.int32(1167), np.int32(1531)], [np.int32(54), np.int32(1531)]]",,,,
微信图片_20251122072124_29_1274.jpg,尔杰斯  亚历山大 SGA 雷霆  银折 Base 正新秀,0.6737,"[[np.int32(54), np.int32(1524)], [np.int32(1156), np.int32(1524)], [np.int32(1156), np.int32(1599)], [np.int32(54), np.int32(1599)]]",,,,
微信图片_20251122072124_29_1274.jpg,PSA10分 完美卡品 专收投资必备 F520,0.6727,"[[np.int32(53), np.int32(1594)], [np.int32(1006), np.int32(1594)], [np.int32(1006), np.int32(1668)], [np.int32(53), np.int32(1668)]]",,,,
微信图片_20251122072124_29_1274.jpg,"半6,008.00",0.9302,"[[np.int32(48), np.int32(1686)], [np.int32(407), np.int32(1686)], [np.int32(407), np.int32(1776)], [np.int32(48), np.int32(1776)]]",6008.0,,,
微信图片_20251122072124_29_1274.jpg,~ $859.14,0.764,"[[np.int32(54), np.int32(1774)], [np.int32(263), np.int32(1774)], [np.int32(263), np.int32(1823)], [np.int32(54), np.int32(1823)]]",,859.14,,
微信图片_20251122072124_29_1274.jpg,冬96 次竞价,0.3128,"[[np.int32(58), np.int32(1836)], [np.int32(280), np.int32(1836)], [np.int32(280), np.int32(1888)], [np.int32(58), np.int32(1888)]]",,,,96.0
微信图片_20251122072124_29_1274.jpg,运费:,0.9742,"[[np.int32(79), np.int32(1933)], [np.int32(176), np.int32(1933)], [np.int32(176), np.int32(1978)], [np.int32(79), np.int32(1978)]]",,,,
微信图片_20251122072124_29_1274.jpg,半18.000,0.3754,"[[np.int32(185), np.int32(1937)], [np.int32(355), np.int32(1937)], [np.int32(355), np.int32(1975)], [np.int32(185), np.int32(1975)]]",18.0,,,
微信图片_20251122072124_29_1274.jpg,竞价记录 (96),0.7739,"[[np.int32(55), np.int32(2058)], [np.int32(325), np.int32(2058)], [np.int32(325), np.int32(2118)], [np.int32(55), np.int32(2118)]]",,,,
微信图片_20251122072124_29_1274.jpg,商品属性,0.9867,"[[np.int32(54), np.int32(2196)], [np.int32(234), np.int32(2196)], [np.int32(234), np.int32(2258)], [np.int32(54), np.int32(2258)]]",,,,
微信图片_20251122072124_29_1274.jpg,商品编号,0.9952,"[[np.int32(54), np.int32(2295)], [np.int32(218), np.int32(2295)], [np.int32(218), np.int32(2346)], [np.int32(54), np.int32(2346)]]",,,,
微信图片_20251122072124_29_1274.jpg,251015172023422,0.9379,"[[np.int32(353), np.int32(2298)], [np.int32(686), np.int32(2298)], [np.int32(686), np.int32(2343)], [np.int32(353), np.int32(2343)]]",,,,
微信图片_20251122072124_29_1274.jpg,体育类型,0.9526,"[[np.int32(54), np.int32(2371)], [np.int32(216), np.int32(2371)], [np.int32(216), np.int32(2422)], [np.int32(54), np.int32(2422)]]",,,,
微信图片_20251122072124_29_1274.jpg,Basketball,0.6223,"[[np.int32(356), np.int32(2376)], [np.int32(550), np.int32(2376)], [np.int32(550), np.int32(2417)], [np.int32(356), np.int32(2417)]]",,,,
微信图片_20251122072124_29_1274.jpg,是否新秀,0.9827,"[[np.int32(54), np.int32(2444)], [np.int32(218), np.int32(2444)], [np.int32(218), np.int32(2496)], [np.int32(54), np.int32(2496)]]",,,,
微信图片_20251122072124_29_1274.jpg,No,0.9988,"[[np.int32(354), np.int32(2450)], [np.int32(416), np.int32(2450)], [np.int32(416), np.int32(2494)], [np.int32(354), np.int32(2494)]]",,,,
微信图片_20251122072124_29_1274.jpg,需支付担保金 101 CHP,0.5527,"[[np.int32(54), np.int32(2555)], [np.int32(460), np.int32(2555)], [np.int32(460), np.int32(2608)], [np.int32(54), np.int32(2608)]]",,,,
微信图片_20251122072124_29_1274.jpg,好评数满 30 免担保金,0.4607,"[[np.int32(52), np.int32(2609)], [np.int32(445), np.int32(2609)], [np.int32(445), np.int32(2660)], [np.int32(52), np.int32(2660)]]",,,,
微信图片_20251122072124_29_1274.jpg,商品已售出,0.5379,"[[np.float64(1011.3516449153894), np.float64(1721.0351332215832)], [np.float64(1201.9971906457374), np.float64(1775.816412531253)], [np.float64(1184.6483550846106), np.float64(1824.9648667784168)], [np.float64(994.0028093542627), np.float64(1770.183587468747)]]",,,,
微信图片_20251122072340_30_1274.jpg,w1令0,0.0005,"[[np.int32(916), np.int32(40)], [np.int32(1174), np.int32(40)], [np.int32(1174), np.int32(113)], [np.int32(916), np.int32(113)]]",,,,
微信图片_20251122072340_30_1274.jpg,商品,0.9931,"[[np.int32(585), np.int32(175)], [np.int32(692), np.int32(175)], [np.int32(692), np.int32(240)], [np.int32(585), np.int32(240)]]",,,,
微信图片_20251122072340_30_1274.jpg,<,0.0812,"[[np.int32(1167), np.int32(176)], [np.int32(1235), np.int32(176)], [np.int32(1235), np.int32(236)], [np.int32(1167), np.int32(236)]]",,,,
微信图片_20251122072340_30_1274.jpg,201 PANINI PRIZN,0.3103,"[[np.int32(507), np.int32(479)], [np.int32(662), np.int32(479)], [np.int32(662), np.int32(498)], [np.int32(507), np.int32(498)]]",,,,
微信图片_20251122072340_30_1274.jpg,184,0.2927,"[[np.int32(762), np.int32(483)], [np.int32(794), np.int32(483)], [np.int32(794), np.int32(500)], [np.int32(762), np.int32(500)]]",,,,
微信图片_20251122072340_30_1274.jpg,5.GIIGLOUS,0.5338,"[[np.int32(509), np.int32(496)], [np.int32(606), np.int32(496)], [np.int32(606), np.int32(513)], [np.int32(509), np.int32(513)]]",,,,
微信图片_20251122072340_30_1274.jpg,ALEXANDEA,0.7585,"[[np.int32(617), np.int32(496)], [np.int32(714), np.int32(496)], [np.int32(714), np.int32(515)], [np.int32(617), np.int32(515)]]",,,,
微信图片_20251122072340_30_1274.jpg,GEI MT,0.3076,"[[np.int32(725), np.int32(494)], [np.int32(794), np.int32(494)], [np.int32(794), np.int32(513)], [np.int32(725), np.int32(513)]]",,,,
微信图片_20251122072340_30_1274.jpg,BLUE ICE,0.5896,"[[np.int32(509), np.int32(511)], [np.int32(578), np.int32(511)], [np.int32(578), np.int32(528)], [np.int32(509), np.int32(528)]]",,,,
微信图片_20251122072340_30_1274.jpg,10,0.2846,"[[np.int32(775), np.int32(513)], [np.int32(797), np.int32(513)], [np.int32(797), np.int32(531)], [np.int32(775), np.int32(531)]]",,,,
微信图片_20251122072340_30_1274.jpg,44199631,0.5262,"[[np.int32(715), np.int32(529)], [np.int32(792), np.int32(529)], [np.int32(792), np.int32(548)], [np.int32(715), np.int32(548)]]",,,,
微信图片_20251122072340_30_1274.jpg,0l,0.2991,"[[np.int32(635), np.int32(738)], [np.int32(671), np.int32(738)], [np.int32(671), np.int32(758)], [np.int32(635), np.int32(758)]]",,,,
微信图片_20251122072340_30_1274.jpg,SHALCILGEOUS ALEXANDER,0.4249,"[[np.int32(552), np.int32(970)], [np.int32(788), np.int32(970)], [np.int32(788), np.int32(991)], [np.int32(552), np.int32(991)]]",,,,
微信图片_20251122072340_30_1274.jpg,(OJANCI,0.3225,"[[np.int32(667), np.int32(996)], [np.int32(721), np.int32(996)], [np.int32(721), np.int32(1009)], [np.int32(667), np.int32(1009)]]",,,,
微信图片_20251122072340_30_1274.jpg,UIe,0.0611,"[[np.int32(652), np.int32(1030)], [np.int32(697), np.int32(1030)], [np.int32(697), np.int32(1048)], [np.int32(652), np.int32(1048)]]",,,,
微信图片_20251122072340_30_1274.jpg,『@@,0.0021,"[[np.int32(498), np.int32(1039)], [np.int32(687), np.int32(1039)], [np.int32(687), np.int32(1143)], [np.int32(498), np.int32(1143)]]",,,,
微信图片_20251122072340_30_1274.jpg,结束时间:2025-11-0223:02:13,0.9047,"[[np.int32(54), np.int32(1311)], [np.int32(631), np.int32(1311)], [np.int32(631), np.int32(1362)], [np.int32(54), np.int32(1362)]]",,,,
微信图片_20251122072340_30_1274.jpg,(喷子拍卖1,0.6423,"[[np.int32(85), np.int32(1390)], [np.int32(359), np.int32(1390)], [np.int32(359), np.int32(1458)], [np.int32(85), np.int32(1458)]]",,,,
微信图片_20251122072340_30_1274.jpg,2018-19 panini prizm Shai,0.7013,"[[np.int32(376), np.int32(1391)], [np.int32(1042), np.int32(1391)], [np.int32(1042), np.int32(1463)], [np.int32(376), np.int32(1463)]]",,,,
微信图片_20251122072340_30_1274.jpg,Gilgeous-Alexander 洛杉矶快船  亚历山大 新秀,0.5655,"[[np.int32(54), np.int32(1456)], [np.int32(1204), np.int32(1456)], [np.int32(1204), np.int32(1531)], [np.int32(54), np.int32(1531)]]",,,,
微信图片_20251122072340_30_1274.jpg,正RC 99编  蓝碎冰折 hobby专属 hit卡 PSAIO 品,0.5547,"[[np.int32(56), np.int32(1525)], [np.int32(1219), np.int32(1525)], [np.int32(1219), np.int32(1606)], [np.int32(56), np.int32(1606)]]",,,,
微信图片_20251122072340_30_1274.jpg,相完美 最美版本  送订制壳  飞夭遁地,0.4768,"[[np.int32(52), np.int32(1592)], [np.int32(926), np.int32(1592)], [np.int32(926), np.int32(1671)], [np.int32(52), np.int32(1671)]]",,,,
微信图片_20251122072340_30_1274.jpg,"半58,316.00",0.6178,"[[np.int32(48), np.int32(1688)], [np.int32(448), np.int32(1688)], [np.int32(448), np.int32(1775)], [np.int32(48), np.int32(1775)]]",58316.0,,,
微信图片_20251122072340_30_1274.jpg,"~ $8,181.73",0.4206,"[[np.int32(52), np.int32(1772)], [np.int32(296), np.int32(1772)], [np.int32(296), np.int32(1823)], [np.int32(52), np.int32(1823)]]",,8181.73,,
微信图片_20251122072340_30_1274.jpg,冬162  次竞价,0.2235,"[[np.int32(58), np.int32(1836)], [np.int32(296), np.int32(1836)], [np.int32(296), np.int32(1888)], [np.int32(58), np.int32(1888)]]",,,,162.0
微信图片_20251122072340_30_1274.jpg,顺丰到付@,0.9475,"[[np.int32(77), np.int32(1933)], [np.int32(273), np.int32(1933)], [np.int32(273), np.int32(1978)], [np.int32(77), np.int32(1978)]]",,,,
微信图片_20251122072340_30_1274.jpg,竞价记录 (162),0.9264,"[[np.int32(56), np.int32(2061)], [np.int32(341), np.int32(2061)], [np.int32(341), np.int32(2117)], [np.int32(56), np.int32(2117)]]",,,,
微信图片_20251122072340_30_1274.jpg,商品属性,0.9805,"[[np.int32(54), np.int32(2196)], [np.int32(234), np.int32(2196)], [np.int32(234), np.int32(2258)], [np.int32(54), np.int32(2258)]]",,,,
微信图片_20251122072340_30_1274.jpg,商品编号,0.9952,"[[np.int32(54), np.int32(2295)], [np.int32(218), np.int32(2295)], [np.int32(218), np.int32(2346)], [np.int32(54), np.int32(2346)]]",,,,
微信图片_20251122072340_30_1274.jpg,251028165641755,0.9997,"[[np.int32(353), np.int32(2298)], [np.int32(686), np.int32(2298)], [np.int32(686), np.int32(2343)], [np.int32(353), np.int32(2343)]]",,,,
微信图片_20251122072340_30_1274.jpg,体育类型,0.9465,"[[np.int32(54), np.int32(2371)], [np.int32(216), np.int32(2371)], [np.int32(216), np.int32(2422)], [np.int32(54), np.int32(2422)]]",,,,
微信图片_20251122072340_30_1274.jpg,Basketball,0.7292,"[[np.int32(356), np.int32(2376)], [np.int32(550), np.int32(2376)], [np.int32(550), np.int32(2417)], [np.int32(356), np.int32(2417)]]",,,,
微信图片_20251122072340_30_1274.jpg,是否新秀,0.9841,"[[np.int32(54), np.int32(2444)], [np.int32(218), np.int32(2444)], [np.int32(218), np.int32(2496)], [np.int32(54), np.int32(2496)]]",,,,
微信图片_20251122072340_30_1274.jpg,No,0.999,"[[np.int32(354), np.int32(2450)], [np.int32(416), np.int32(2450)], [np.int32(416), np.int32(2494)], [np.int32(354), np.int32(2494)]]",,,,
微信图片_20251122072340_30_1274.jpg,需支付担保金 200 CHP,0.6928,"[[np.int32(54), np.int32(2555)], [np.int32(475), np.int32(2555)], [np.int32(475), np.int32(2608)], [np.int32(54), np.int32(2608)]]",,,,
微信图片_20251122072340_30_1274.jpg,好评数满 G0 免担保金,0.6476,"[[np.int32(52), np.int32(2609)], [np.int32(445), np.int32(2609)], [np.int32(445), np.int32(2660)], [np.int32(52), np.int32(2660)]]",,,,
微信图片_20251122072340_30_1274.jpg,商品已售出,0.7402,"[[np.float64(1011.3516449153894), np.float64(1721.0351332215832)], [np.float64(1200.998028585457), np.float64(1774.8462043952447)], [np.float64(1183.6483550846106), np.float64(1824.9648667784168)], [np.float64(994.0019714145432), np.float64(1770.1537956047553)]]",,,,
微信图片_20251122072341_31_1274.jpg,w1令0,0.0005,"[[np.int32(916), np.int32(40)], [np.int32(1174), np.int32(40)], [np.int32(1174), np.int32(113)], [np.int32(916), np.int32(113)]]",,,,
微信图片_20251122072341_31_1274.jpg,商品,0.9931,"[[np.int32(585), np.int32(175)], [np.int32(692), np.int32(175)], [np.int32(692), np.int32(240)], [np.int32(585), np.int32(240)]]",,,,
微信图片_20251122072341_31_1274.jpg,<,0.0812,"[[np.int32(1167), np.int32(176)], [np.int32(1235), np.int32(176)], [np.int32(1235), np.int32(236)], [np.int32(1167), np.int32(236)]]",,,,
微信图片_20251122072341_31_1274.jpg,201u NINI PIII,0.0266,"[[np.int32(498), np.int32(496)], [np.int32(637), np.int32(496)], [np.int32(637), np.int32(511)], [np.int32(498), np.int32(511)]]",,,,
微信图片_20251122072341_31_1274.jpg,181,0.6738,"[[np.int32(730), np.int32(496)], [np.int32(758), np.int32(496)], [np.int32(758), np.int32(511)], [np.int32(730), np.int32(511)]]",,,,
微信图片_20251122072341_31_1274.jpg,5GILGEOUS,0.402,"[[np.int32(500), np.int32(509)], [np.int32(585), np.int32(509)], [np.int32(585), np.int32(524)], [np.int32(500), np.int32(524)]]",,,,
微信图片_20251122072341_31_1274.jpg,ALEXANDER,0.1574,"[[np.int32(593), np.int32(509)], [np.int32(682), np.int32(509)], [np.int32(682), np.int32(524)], [np.int32(593), np.int32(524)]]",,,,
微信图片_20251122072341_31_1274.jpg,GE ! 1,0.2534,"[[np.int32(695), np.int32(509)], [np.int32(755), np.int32(509)], [np.int32(755), np.int32(526)], [np.int32(695), np.int32(526)]]",,,,
微信图片_20251122072341_31_1274.jpg,MAR PRzN,0.0866,"[[np.int32(538), np.int32(521)], [np.int32(640), np.int32(521)], [np.int32(640), np.int32(553)], [np.int32(538), np.int32(553)]]",,,,
微信图片_20251122072341_31_1274.jpg,HED,0.5826,"[[np.int32(647), np.int32(524)], [np.int32(682), np.int32(524)], [np.int32(682), np.int32(539)], [np.int32(647), np.int32(539)]]",,,,
微信图片_20251122072341_31_1274.jpg,34517255,0.9276,"[[np.int32(686), np.int32(537)], [np.int32(758), np.int32(537)], [np.int32(758), np.int32(552)], [np.int32(686), np.int32(552)]]",,,,
微信图片_20251122072341_31_1274.jpg,SHAIGILCEOUS ALEXANDER,0.508,"[[np.int32(541), np.int32(929)], [np.int32(751), np.int32(929)], [np.int32(751), np.int32(950)], [np.int32(541), np.int32(950)]]",,,,
微信图片_20251122072341_31_1274.jpg,Se@,0.1754,"[[np.int32(486), np.int32(983)], [np.int32(673), np.int32(983)], [np.int32(673), np.int32(1069)], [np.int32(486), np.int32(1069)]]",,,,
微信图片_20251122072341_31_1274.jpg,结束时间:2025-11-0221.49;26,0.4886,"[[np.int32(54), np.int32(1311)], [np.int32(629), np.int32(1311)], [np.int32(629), np.int32(1362)], [np.int32(54), np.int32(1362)]]",,,,
微信图片_20251122072341_31_1274.jpg,(喷子拍卖1,0.6077,"[[np.int32(88), np.int32(1390)], [np.int32(359), np.int32(1390)], [np.int32(359), np.int32(1458)], [np.int32(88), np.int32(1458)]]",,,,
微信图片_20251122072341_31_1274.jpg,2018-19 Panini Prizm Shai,0.6969,"[[np.int32(377), np.int32(1393)], [np.int32(1045), np.int32(1393)], [np.int32(1045), np.int32(1454)], [np.int32(377), np.int32(1454)]]",,,,
微信图片_20251122072341_31_1274.jpg,Gilgeous-Alexander 洛杉矶快船 SGA 亚历山大,0.8022,"[[np.int32(54), np.int32(1454)], [np.int32(1209), np.int32(1454)], [np.int32(1209), np.int32(1531)], [np.int32(54), np.int32(1531)]]",,,,
微信图片_20251122072341_31_1274.jpg,RC 新秀  红泡泡折  125编 PSAIO 品相完美 专收,0.4971,"[[np.int32(52), np.int32(1525)], [np.int32(1191), np.int32(1525)], [np.int32(1191), np.int32(1598)], [np.int32(52), np.int32(1598)]]",,,,
微信图片_20251122072341_31_1274.jpg,必备大津海岸,0.9603,"[[np.int32(54), np.int32(1596)], [np.int32(404), np.int32(1596)], [np.int32(404), np.int32(1669)], [np.int32(54), np.int32(1669)]]",,,,
微信图片_20251122072341_31_1274.jpg,"半10,503.00",0.5578,"[[np.int32(48), np.int32(1688)], [np.int32(448), np.int32(1688)], [np.int32(448), np.int32(1775)], [np.int32(48), np.int32(1775)]]",10503.0,,,
微信图片_20251122072341_31_1274.jpg,"~ $1,473.57",0.7274,"[[np.int32(54), np.int32(1774)], [np.int32(296), np.int32(1774)], [np.int32(296), np.int32(1823)], [np.int32(54), np.int32(1823)]]",,1473.57,,
微信图片_20251122072341_31_1274.jpg,冬46 次竞价,0.1123,"[[np.int32(57), np.int32(1836)], [np.int32(280), np.int32(1836)], [np.int32(280), np.int32(1888)], [np.int32(57), np.int32(1888)]]",,,,46.0
微信图片_20251122072341_31_1274.jpg,运费:,0.9847,"[[np.int32(78), np.int32(1929)], [np.int32(177), np.int32(1929)], [np.int32(177), np.int32(1979)], [np.int32(78), np.int32(1979)]]",,,,
微信图片_20251122072341_31_1274.jpg,半18.000,0.6194,"[[np.int32(185), np.int32(1937)], [np.int32(357), np.int32(1937)], [np.int32(357), np.int32(1975)], [np.int32(185), np.int32(1975)]]",18.0,,,
微信图片_20251122072341_31_1274.jpg,竞价记录 (46),0.5996,"[[np.int32(55), np.int32(2058)], [np.int32(325), np.int32(2058)], [np.int32(325), np.int32(2118)], [np.int32(55), np.int32(2118)]]",,,,
微信图片_20251122072341_31_1274.jpg,商品属性,0.9819,"[[np.int32(54), np.int32(2196)], [np.int32(234), np.int32(2196)], [np.int32(234), np.int32(2258)], [np.int32(54), np.int32(2258)]]",,,,
微信图片_20251122072341_31_1274.jpg,商品编号,0.9952,"[[np.int32(54), np.int32(2295)], [np.int32(218), np.int32(2295)], [np.int32(218), np.int32(2346)], [np.int32(54), np.int32(2346)]]",,,,
微信图片_20251122072341_31_1274.jpg,251028112826933,0.9999,"[[np.int32(353), np.int32(2298)], [np.int32(688), np.int32(2298)], [np.int32(688), np.int32(2343)], [np.int32(353), np.int32(2343)]]",,,,
微信图片_20251122072341_31_1274.jpg,体育类型,0.9558,"[[np.int32(54), np.int32(2371)], [np.int32(216), np.int32(2371)], [np.int32(216), np.int32(2422)], [np.int32(54), np.int32(2422)]]",,,,
微信图片_20251122072341_31_1274.jpg,Basketball,0.8196,"[[np.int32(356), np.int32(2376)], [np.int32(550), np.int32(2376)], [np.int32(550), np.int32(2417)], [np.int32(356), np.int32(2417)]]",,,,
微信图片_20251122072341_31_1274.jpg,是否新秀,0.9845,"[[np.int32(54), np.int32(2444)], [np.int32(218), np.int32(2444)], [np.int32(218), np.int32(2496)], [np.int32(54), np.int32(2496)]]",,,,
微信图片_20251122072341_31_1274.jpg,No,0.9991,"[[np.int32(356), np.int32(2452)], [np.int32(414), np.int32(2452)], [np.int32(414), np.int32(2492)], [np.int32(356), np.int32(2492)]]",,,,
微信图片_20251122072341_31_1274.jpg,需支付担保金 150 CHP,0.6676,"[[np.int32(54), np.int32(2555)], [np.int32(469), np.int32(2555)], [np.int32(469), np.int32(2610)], [np.int32(54), np.int32(2610)]]",,,,
微信图片_20251122072341_31_1274.jpg,好评数满 55  免担保金,0.5887,"[[np.int32(52), np.int32(2609)], [np.int32(445), np.int32(2609)], [np.int32(445), np.int32(2660)], [np.int32(52), np.int32(2660)]]",,,,
微信图片_20251122072341_31_1274.jpg,商品已售出,0.7946,"[[np.float64(1011.3446046887868), np.float64(1721.0359026679605)], [np.float64(1200.998738070812), np.float64(1774.87694896265)], [np.float64(1183.6553953112132), np.float64(1823.9640973320395)], [np.float64(994.0012619291882), np.float64(1771.12305103735)]]",,,,
微信图片_20251122072344_32_1274.jpg,令 [,0.27,"[[np.int32(1023), np.int32(47)], [np.int32(1159), np.int32(47)], [np.int32(1159), np.int32(103)], [np.int32(1023), np.int32(103)]]",,,,
微信图片_20251122072344_32_1274.jpg,商品,0.9952,"[[np.int32(587), np.int32(176)], [np.int32(690), np.int32(176)], [np.int32(690), np.int32(236)], [np.int32(587), np.int32(236)]]",,,,
微信图片_20251122072344_32_1274.jpg,<,0.1317,"[[np.int32(1167), np.int32(176)], [np.int32(1235), np.int32(176)], [np.int32(1235), np.int32(236)], [np.int32(1167), np.int32(236)]]",,,,
微信图片_20251122072344_32_1274.jpg,2018 PANINI PRIZM,0.9137,"[[np.int32(450), np.int32(358)], [np.int32(640), np.int32(358)], [np.int32(640), np.int32(386)], [np.int32(450), np.int32(386)]]",,,,
微信图片_20251122072344_32_1274.jpg,#184,0.9985,"[[np.int32(776), np.int32(354)], [np.int32(830), np.int32(354)], [np.int32(830), np.int32(378)], [np.int32(776), np.int32(378)]]",,,,
微信图片_20251122072344_32_1274.jpg,5 GILGEOUS-ALEXANDER,0.8331,"[[np.int32(452), np.int32(376)], [np.int32(698), np.int32(376)], [np.int32(698), np.int32(404)], [np.int32(452), np.int32(404)]]",,,,
微信图片_20251122072344_32_1274.jpg,MINT,0.9943,"[[np.int32(775), np.int32(375)], [np.int32(829), np.int32(375)], [np.int32(829), np.int32(396)], [np.int32(775), np.int32(396)]]",,,,
微信图片_20251122072344_32_1274.jpg,GREEN PRIZM,0.763,"[[np.int32(452), np.int32(400)], [np.int32(590), np.int32(400)], [np.int32(590), np.int32(426)], [np.int32(452), np.int32(426)]]",,,,
